Wall time,Step,Value
1653930514.2477565,2679804,89.38999938964844
1653930531.033672,2686636,89.01000213623047
1653930543.2700863,2691532,86.11000061035156
1653930599.6493027,2714220,82.44000244140625
1653930714.22562,2759924,79.8499984741211
1653930732.8301334,2767356,85.97000122070312
1653930744.173883,2772000,83.88999938964844
1653930775.2406769,2784548,85.19000244140625
1653930808.5908124,2797968,87.31999969482422
1653930818.677536,2801904,87.4000015258789
1653930838.9936476,2810136,88.86000061035156
1653930841.1342723,2811004,88.91000366210938
1653930854.3644295,2816324,90.01000213623047
1653930875.0341942,2824624,91.02999877929688
1653930876.6279447,2825276,91.02999877929688
1653930906.7949886,2837024,90.98999786376953
1653930908.6913676,2837780,90.98999786376953
1653930911.0685418,2838736,91.08000183105469
1653930932.4088109,2847100,95.7300033569336
1653930986.5564196,2868664,100.20999908447266
1653931050.6846318,2894444,94.0999984741211
1653931056.4990427,2896796,94.48999786376953
1653931060.9521568,2898596,93.5999984741211
1653931064.0615325,2899864,93.9000015258789
1653931071.6138875,2902836,93.83999633789062
1653931094.254507,2911972,93.72000122070312
1653931096.2481833,2912732,93.88999938964844
1653931122.2021635,2923232,93.77999877929688
1653931130.3273287,2926476,93.55999755859375
1653931157.0967138,2937216,91.23999786376953
1653931171.3709471,2943028,92.01000213623047
1653931264.4242065,2979840,91.58999633789062
1653931286.0111735,2988352,97.66000366210938
1653931289.7299197,2989840,98.56999969482422
1653931302.0892951,2994784,96.70999908447266
1653931318.8770707,3001404,99.58000183105469
1653931327.9785337,3005056,100.36000061035156
1653931344.7129018,3011612,99.16999816894531
1653931364.4175453,3019528,101.30000305175781
1653931372.3313808,3022672,101.41999816894531
1653931392.2688813,3030592,99.44000244140625
1653931405.5568511,3035880,99.2699966430664
1653931414.8881357,3039456,102.08000183105469
1653931438.6292841,3048720,99.16000366210938
1653931440.0824122,3049284,99.0199966430664
1653931470.9416044,3061568,99.0999984741211
1653931481.9728553,3065968,98.62999725341797
1653931502.1327746,3074144,95.0999984741211
1653931512.210902,3078236,94.9800033569336
1653931540.8015227,3089712,97.62000274658203
1653931569.3125203,3101208,98.62999725341797
1653931602.284302,3114496,88.58999633789062
1653931668.0740392,3140916,83.98999786376953
1653931708.0105236,3157068,86.91999816894531
1653931742.100925,3170776,88.08000183105469
1653931751.0540602,3174388,88.08999633789062
1653931762.4162476,3178960,88.44999694824219
1653931781.8412678,3186772,87.52999877929688
1653931795.61395,3192292,86.80999755859375
1653931800.4264507,3194272,87.11000061035156
1653931842.9521594,3211288,84.68000030517578
1653931866.1992848,3220688,83.56999969482422
1653931884.0241346,3227916,84.55000305175781
1653931901.9200327,3235104,82.55999755859375
1653931911.443909,3238872,85.91000366210938
1653931972.9419544,3263544,95.27999877929688
1653932017.0703862,3281316,97.5199966430664
1653932029.0711622,3286184,95.5999984741211
1653932048.0092201,3293892,93.61000061035156
1653932053.3685904,3296044,93.66000366210938
1653932070.94966,3303204,93.91999816894531
1653932118.2065647,3322328,97.80000305175781
1653932121.9253163,3323832,98.79000091552734
1653932169.2009938,3342872,102.2699966430664
1653932181.8705697,3348008,101.77999877929688
1653932189.6858346,3351164,102.94000244140625
1653932229.3305192,3367108,103.95999908447266
1653932241.1586454,3371868,102.33999633789062
1653932249.5023932,3375096,102.79000091552734
1653932270.396932,3383264,98.97000122070312
1653932304.6129358,3396800,95.83000183105469
1653932319.0430303,3402516,96.08000183105469
1653932353.308051,3416104,99.11000061035156
1653932384.8296785,3428696,96.98999786376953
1653932405.0254595,3436680,95.66999816894531
1653932425.6314652,3444816,94.11000061035156
1653932447.8822553,3453572,95.33999633789062
1653932453.0072613,3455620,95.5999984741211
1653932468.9942734,3461908,93.37999725341797
1653932479.839942,3466248,93.69000244140625
1653932515.3945496,3480488,101.2300033569336
1653932522.3607588,3483252,100.69999694824219
1653932561.8654273,3499280,100.62999725341797
1653932595.827991,3512960,105.88999938964844
1653932600.8436058,3515000,105.87000274658203
1653932618.2551072,3521920,103.20999908447266
1653932638.7394857,3530188,107.68000030517578
1653932652.749503,3535804,104.51000213623047
1653932672.5747468,3543868,106.47000122070312
1653932690.1096637,3550980,105.69999694824219
1653932694.594037,3552740,104.81999969482422
1653932720.5559587,3563248,110.4800033569336
1653932724.1184566,3564680,110.4800033569336
1653932725.665332,3565288,109.91999816894531
1653932774.3266635,3584908,115.83999633789062
1653932781.905765,3587984,115.05999755859375
1653932808.5563629,3598832,115.91999816894531
1653932844.9284153,3613336,116.33000183105469
1653932874.3971245,3625296,121.5
1653932882.8243618,3628652,119.41999816894531
1653932908.3387654,3639032,119.13999938964844
1653932958.4919314,3659228,117.72000122070312
1653932990.4530902,3672136,123.18000030517578
1653933044.7762117,3694024,130.35000610351562
1653933070.064086,3704204,127.54000091552734
1653933072.4234638,3705132,129.00999450683594
1653933083.5640867,3709636,131.22999572753906
